kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Selanjutnya beberapa siswa diminta untuk melakukan sendiri di depan kelas.,Selanjutnya beberapa siswa diminta untuk melakukan seniri di depan kelas.,IPA,Deletion Error
Guru membacakan setiap perintah soal beserta soal yang ada.,Guru membacakan setiap perintah soa beserta soal yang ada.,IPA,Deletion Error
Lalu siswa diminta menulis jawabannya di buku tugas masing-masing.,Lalu siswa diminta menulis jawabannya di bku tugas masing-masing.,IPA,Deletion Error
Orang tua membantu siswa memotong semua kuku jari tangan dan kuku jari kaki.,Orang tua membantu siswa memotong semua kku jari tangan dan kuku jari kaki.,IPA,Deletion Error
Lalu meminta mereka mencucinya dengan sabun hingga bersih.,Lalu meminta mereka mencucinya dengan sabun hinga bersih.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus mampu mengidentifikasi kebutuhan tubuh agar dapat tumbuh sehat dan kuat dan dapat membiasakan hidup sehat.,Setelah mempelajari bab ini siswa harus mamu mengidentifikasi kebutuhan tubuh agar dapat tumbuh sehat dan kuat dan dapat membiasakan hidup sehat.,IPA,Deletion Error
"Guru memberikan contoh, lalu menunjuk siswa satu per satu dan meminta mereka menyebutkan makanan dan minuman sehari-hari.","Guru memberikan contoh, lalu menunjuk siswa sat per satu dan meminta mereka menyebutkan makanan dan minuman sehari-hari.",IPA,Deletion Error
"Guru memberikan contoh, lalu menunjuk siswa satu per satu dan meminta mereka menyebutkan nama baju dan kapan harus dipakai.","Guru memberikan contoh, lalu menunjuk siswa sat per satu dan meminta mereka menyebutkan nama baju dan kapan harus dipakai.",IPA,Deletion Error
Mula-mula guru memberi contoh menyanyikan lagu tersebut.,Mula-mula guru memberi contoh menyanyikan lagu terebut.,IPA,Deletion Error
"Selanjutnya, guru mengajak siswa untuk menyanyikannya bersama-sama.","Selanjutnya, guru mengajak siswa untuk menyanyikannya berama-sama.",IPA,Deletion Error
Guru memberikan satu contoh.,Guru memberikan sat contoh.,IPA,Deletion Error
"Lalu, satu per satu siswa diminta menyebutkan nama kegiatan (diminta menyebutkan kegiatan itu termasuk istirahat atau olahraga).","Lalu, satu per satu siswa diminta menebutkan nama kegiatan (diminta menyebutkan kegiatan itu termasuk istirahat atau olahraga).",IPA,Deletion Error
"Orang tua membantu siswa menemukan foto mereka, lalu menuntun cara menempel dan menuliskan kata aku anak sehat di bawah foto tersebut.","Orang tua membantu siswa menemukan foto mreka, lalu menuntun cara menempel dan menuliskan kata aku anak sehat di bawah foto tersebut.",IPA,Deletion Error
Guru menunjuk siswa satu per satu dan menanyakan keadaan lingkungan rumah mereka masing-masing.,Guru menunjuk siswa satu per satu an menanyakan keadaan lingkungan rumah mereka masing-masing.,IPA,Deletion Error
Guru membagi siswa dalam beberapa kelompok.,Guru membagi siswa dala beberapa kelompok.,IPA,Deletion Error
Setiap kelompok diminta mengamati kelas.,Setiap kelompok diminta mengamai kelas.,IPA,Deletion Error
"Lalu setiap kelompok diminta memilih cara merapikan dan membersihkan kelas (menyapu, mengelap, dan lain-lain).","Lalu setiap kelompok diminta memilih cara merpikan dan membersihkan kelas (menyapu, mengelap, dan lain-lain).",IPA,Deletion Error
Guru memberi pengarahan pada siswa cara menjiplak dan mewarnai gambar di atas.,Guru memberi pengarahan pada siswa cara meniplak dan mewarnai gambar di atas.,IPA,Deletion Error
Guru memberi contoh menceritakan tanaman atau hewan piaraan yang dimilikinya dengan urutan seperti diminta.,Guru memberi contoh menceritakan tanaman atau hewn piaraan yang dimilikinya dengan urutan seperti diminta.,IPA,Deletion Error
Lalu guru menunjuk siswa satu per satu untuk maju ke depan kelas dan bercerita dengan urutan seperti yang diminta.,Lalu guru menunjuk siswa sat per satu untuk maju ke depan kelas dan bercerita dengan urutan seperti yang diminta.,IPA,Deletion Error
Orang tua menemani dan memberikan petunjuk pada siswa untuk membersihkan kamarnya.,Orang tua menemani dan memberikan petunjuk pda siswa untuk membersihkan kamarnya.,IPA,Deletion Error
"Lalu, menuntun mereka cara menggambar situasi kamar.","Lalu, menuntun mereka cara menggambar situasi kmar.",IPA,Deletion Error
"Setelah mempelajari bab ini siswa harus mampu mengidentifikasi berbagai benda berdasarkan ciri-ciri dan sifatnya (bentuk, ukuran, warna, rasa, bahan, dan permukaannya).","Setelah mempelajari bab ini siswa harus mamu mengidentifikasi berbagai benda berdasarkan ciri-ciri dan sifatnya (bentuk, ukuran, warna, rasa, bahan, dan permukaannya).",IPA,Deletion Error
Mula-mula guru membacakan contoh.,Mula-mula guru memacakan contoh.,IPA,Deletion Error
Lalu meminta siswa mengamati gambar benda yang lain dan menuliskan bentuknya pada buku tugas.,Lalu meminta siswa mengamati gambar benda yan lain dan menuliskan bentuknya pada buku tugas.,IPA,Deletion Error
Guru menyiapkan dua buah buku yang berbeda ukuran.,Guru menyiapkan dua buah buku yang erbeda ukuran.,IPA,Deletion Error
"Lalu, siswa diminta membandingkan ukuran kedua buku itu dengan pertanyaan: buku mana yang lebih besar?","Lalu, siswa diminta membandingkan ukuran kedua bku itu dengan pertanyaan: buku mana yang lebih besar?",IPA,Deletion Error
Atau buku mana yang lebih kecil?,Atau buku mana ang lebih kecil?,IPA,Deletion Error
Guru menyiapkan bahan-bahan tersebut di atas meja.,Guru menyiapkan bahan-bahan tersebut di atas mej.,IPA,Deletion Error
"Beberapa siswa diminta maju dan mencicipi setiap bahan, kemudian mereka diminta menyebutkan rasa dan nama bahan tersebut.","Beberapa siswa diminta maju dan mencicipi setap bahan, kemudian mereka diminta menyebutkan rasa dan nama bahan tersebut.",IPA,Deletion Error
Guru memberi contoh menyebutkan berbagai jenis makanan kesukaan dan makanan yang tidak disukai dan rasanya.,Guru memberi contoh menyebutkan berbagai jenis mkanan kesukaan dan makanan yang tidak disukai dan rasanya.,IPA,Deletion Error
Guru memberi contoh.,Guru memberi conoh.,IPA,Deletion Error
Misalnya: aku suka bau harum bunga sedap malam.,Misalnya: aku suka bau harum bunga sedp malam.,IPA,Deletion Error
"Lalu, siswa ditunjuk satu per satu dan diminta menceritakan bau yang disukai.","Lalu, siswa ditunjuk satu per satu an diminta menceritakan bau yang disukai.",IPA,Deletion Error
Orang tua membantu siswa mencari dan mengenali berbagai benda di rumah yang berbentuk balok.,Orang tua membantu siswa mencari dan menenali berbagai benda di rumah yang berbentuk balok.,IPA,Deletion Error
"Lalu, menuntun mereka menuliskan nama benda itu di buku tugas.","Lalu, menuntun mereka menuliskan nama benda tu di buku tugas.",IPA,Deletion Error
Setelah mempelajari bab ini siswa harus mampu mengenal benda yang dapat berubah bentuk dan mengidentifikasi kegunaan berbagai macam benda.,Setelah mempelajari bab ini siswa harus mamu mengenal benda yang dapat berubah bentuk dan mengidentifikasi kegunaan berbagai macam benda.,IPA,Deletion Error
"Guru memperagakan melipat kertas menjadi berbagai mainan (pesawat, perahu, rumah, dan lain-lain).","Guru memperagakan melipat kertas menjadi berbagai maian (pesawat, perahu, rumah, dan lain-lain).",IPA,Deletion Error
Lalu siswa diminta melakukan sendiri.,Lalu siswa diminta melkukan sendiri.,IPA,Deletion Error
Pada akhir kegiatan guru mengajukan berbagai pertanyaan.,Pada akhir kegiatan guru mengajukan berbagai peranyaan.,IPA,Deletion Error
Guru membacakan contoh nama benda dan kegunaannya.,Guru membacakan contoh nama benda dan kegnaannya.,IPA,Deletion Error
"Lalu, siswa ditunjuk satu per satu dan diminta menyebutkan nama benda dan kegunaannya.","Lalu, siswa ditunjuk satu per satu an diminta menyebutkan nama benda dan kegunaannya.",IPA,Deletion Error
"Orang tua membantu siswa untuk mengenal 10 nama benda yang ada di rumah beserta kegunaannya, lalu menuntun mereka untuk menuliskannya di buku tugas.","Orang tua membantu siswa untuk mengenal 1 nama benda yang ada di rumah beserta kegunaannya, lalu menuntun mereka untuk menuliskannya di buku tugas.",IPA,Deletion Error
Mula-mula guru memperagakan dan meminta siswa mengamati.,Mula-mula guru memperagakan dan meminta siswa menamati.,IPA,Deletion Error
Lalu guru meminta siswa melakukan sendiri kegiatan.,Lalu guru meminta siswa melakukan sendiri kegatan.,IPA,Deletion Error
Terakhir guru meminta siswa menjawab secara lisan beberapa pertanyaan.,Terakhir guru meminta siswa menjawab secara lisn beberapa pertanyaan.,IPA,Deletion Error
Guru membacakan contoh benda dan termasuk kelompok apa (mudah atau sulit bergerak).,Guru membacakan contoh benda dan termasuk kelmpok apa (mudah atau sulit bergerak).,IPA,Deletion Error
"Lalu, siswa ditunjuk satu per satu dan diminta menyebutkan nama benda dan termasuk kelompok mana.","Lalu, siswa ditunjuk satu per satu an diminta menyebutkan nama benda dan termasuk kelompok mana.",IPA,Deletion Error
"Mula-mula guru memperagakan, dan menjelaskan cara gerak benda.","Mula-mula guru memperagakan, dan menjelaskan cara gerk benda.",IPA,Deletion Error
Lalu beberapa siswa diminta melakukan sendiri kegiatan tersebut.,Lalu beberapa siswa diminta melakukan sendiri kegatan tersebut.,IPA,Deletion Error
"Kegiatan diakhiri dengan menjawab pertanyaan, dan segera dilanjutkan kegiatan 4.","Kegiatan diakhiri dengan menjawab pertanyaan, dan sgera dilanjutkan kegiatan 4.",IPA,Deletion Error
"Mula-mula guru memperagakan dan menjelaskan, dan meminta siswa mengamati yang terjadi.","Mula-mula guru memperagakan dan menjelaskan, dan memnta siswa mengamati yang terjadi.",IPA,Deletion Error
Selanjutnya siswa melakukan sendiri kegiatan itu.,Selanjutnya siswa melakukan sendri kegiatan itu.,IPA,Deletion Error
Kegiatan diakhiri dengan menjawab pertanyaan.,Kegiatan diakhiri dengan menjwab pertanyaan.,IPA,Deletion Error
Orang tua membantu siswa menemukan jenis-jenis olahraga yang memakai bola.,Orang tua membantu siswa menemukan jenis-jenis olaraga yang memakai bola.,IPA,Deletion Error
"Lalu, membantunya menuliskan di buku tugas.","Lalu, membantunya menuliskan i buku tugas.",IPA,Deletion Error
Mula-mula guru memberi contoh menyanyikan lagu di atas.,Mula-mula guru memberi contoh menyanyikan lagu d atas.,IPA,Deletion Error
"Selanjutnya, guru mengajak siswa menyanyikan lagu itu bersama-sama.","Selanjutnya, guru mengajak siswa menyanyikan lagu tu bersama-sama.",IPA,Deletion Error
Lagu tersebut dapat juga dideklamasikan.,Lagu tersebut dapat uga dideklamasikan.,IPA,Deletion Error
Orang tua menemani siswa mengamati langit dan menemukan posisi bulan.,Orang tua menemani siswa mengamati langit an menemukan posisi bulan.,IPA,Deletion Error
Lalu orang tua membantu siswa menggambar bentuk bulan yang terlihat.,Lalu orang tua membantu siswa menggambar benuk bulan yang terlihat.,IPA,Deletion Error
"Guru membacakan pengantar lalu mengumpulkan jawaban dari siswa mungkin, tanpa terlebih dahulu membenarkan atau menyalahkan.","Guru membacakan pengantar lalu mengumpulkan jawaban dar siswa mungkin, tanpa terlebih dahulu membenarkan atau menyalahkan.",IPA,Deletion Error
Mula-mula guru mengajak siswa ke halaman dalam waktu beberapa menit untuk mengamati keadaan langit hari ini.,Mula-mula guru mengajak siswa ke halaman dlam waktu beberapa menit untuk mengamati keadaan langit hari ini.,IPA,Deletion Error
"Setelah masuk kembali ke dalam kelas, siswa diminta menceritakan keadaan langit dan cuaca dengan menjawab beberapa pertanyaan.","Setelah masuk kembali ke dalam kelas, sisa diminta menceritakan keadaan langit dan cuaca dengan menjawab beberapa pertanyaan.",IPA,Deletion Error
"Lalu, guru mengajak siswa menyanyikan lagu itu bersama-sama.","Lalu, guru mengajak siswa menyanyikan lagu tu bersama-sama.",IPA,Deletion Error
Lagu juga dapat dideklamasikan.,Lagu juga dpat dideklamasikan.,IPA,Deletion Error
Mula-mula guru menyebutkan satu contoh.,Mula-mula guru menyebutkan atu contoh.,IPA,Deletion Error
"Lalu, siswa diminta memilih dan menuliskan di buku tugasnya.","Lalu, siswa dminta memilih dan menuliskan di buku tugasnya.",IPA,Deletion Error
"Lalu, siswa diminta menulis jawabannya di buku tugas masing-masing.","Lalu, siswa diminta menulis jawabannya di bku tugas masing-masing.",IPA,Deletion Error
Orang tua membantu mengingatkan siswa tentang situasi lingkungan rumah mereka saat musim hujan.,Orang tua membantu mengingatkan siswa tentang sitasi lingkungan rumah mereka saat musim hujan.,IPA,Deletion Error
"Misalnya: saat hujan lingkungan rumah menjadi becek, banjir, dan lain-lain.","Misalnya: saat hujan lingkungan rumah menjadi bcek, banjir, dan lain-lain.",IPA,Deletion Error
"Selanjutnya, siswa diminta menuliskan pendapat mereka di buku tugas masing-masing.","Selanjutnya, siswa dminta menuliskan pendapat mereka di buku tugas masing-masing.",IPA,Deletion Error
Siswa diberi contoh menyiapkan semua alat dan bahan serta cara menyiram dan mengamati setiap hari selama enam hari berturut-turut.,Siswa diberi contoh menyiapkan semua alat an bahan serta cara menyiram dan mengamati setiap hari selama enam hari berturut-turut.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi hewan dan tumbuhan yang menguntungkan dan merugikan/membahayakan.,Setelah mempelajari bab ini siswa harus dpat mengidentifikasi hewan dan tumbuhan yang menguntungkan dan merugikan/membahayakan.,IPA,Deletion Error
Guru juga diharapkan memastikan siswa menuliskan jawaban di buku tugas.,Guru juga diharapkan memastikan siswa menuliskan jwaban di buku tugas.,IPA,Deletion Error
"Terakhir, siswa diminta menjawab pertanyaan secara lisan.","Terakhir, siswa diminta menjawab pertanyaan secara lisn.",IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat menunjukkan perubahan bentuk dan wujud benda akibat dari kondisi tertentu.,Setelah mempelajari bab ini siswa harus dpat menunjukkan perubahan bentuk dan wujud benda akibat dari kondisi tertentu.,IPA,Deletion Error
Atau guru sendiri yang malakukan percobaan dan siswa diminta mengamati dan mendengar penjelasan guru.,Atau guru sendiri yang malakukan percobaan an siswa diminta mengamati dan mendengar penjelasan guru.,IPA,Deletion Error
Orang tua mendampingi dan mengarahkan siswa dalam melakukan tugas dan mencatat hasil pengamatannya.,Orang tua mendampingi dan mengarahkan siswa dlam melakukan tugas dan mencatat hasil pengamatannya.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi benda-benda yang dikenal beserta kegunaannya.,Setelah mempelajari bab ini siswa harus dpat mengidentifikasi benda-benda yang dikenal beserta kegunaannya.,IPA,Deletion Error
"Orang tua membantu siswa menemukan gambar, mengenalkan kegunaannya, dan mengarahkannya saat menempel dan menamai.","Orang tua membantu siswa menemukan gambar, menenalkan kegunaannya, dan mengarahkannya saat menempel dan menamai.",IPA,Deletion Error
Jika perlu guru yang memperagakan dan siswa diminta mengamati.,Jika perlu guru yang memperagakan dan sisa diminta mengamati.,IPA,Deletion Error
Orang tua mengarahkan siswa untuk menemukan benda-benda tersebut dan mengetahui secara benar energi yang dihasilkan dan sumbernya.,Orang tua mengarahkan siswa untuk menemukan bena-benda tersebut dan mengetahui secara benar energi yang dihasilkan dan sumbernya.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat menjelaskan jenis energi yang paling sering digunakan dan cara melakukan penghematan energi.,Setelah mempelajari bab ini siswa harus dpat menjelaskan jenis energi yang paling sering digunakan dan cara melakukan penghematan energi.,IPA,Deletion Error
Orang tua membantu siswa mengerjakan tugas sesuai langkah-langkah.,Orang tua membantu siswa mengerjakan tugas sesai langkah-langkah.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi kenampakan matahari dari pagi sampai sore (posisi) dan pengaruhnya (panas dan bayangan yang dibentuk).,Setelah mempelajari bab ini siswa harus dpat mengidentifikasi kenampakan matahari dari pagi sampai sore (posisi) dan pengaruhnya (panas dan bayangan yang dibentuk).,IPA,Deletion Error
Guru menyebutkan waktu saat itu dan mengajak siswa keluar sebentar ke halaman dan mengarahkan tugasnya.,Guru menyebutkan waktu saat itu dan menajak siswa keluar sebentar ke halaman dan mengarahkan tugasnya.,IPA,Deletion Error
"Sesudah itu, siswa diminta menjawab beberapa pertanyaan.","Sesudah itu, siswa diminta menjawab beberapa peranyaan.",IPA,Deletion Error
Selain itu siswa juga diarahkan untuk membuat laporan yang tepat.,Selain itu siswa juga diarahkan untuk memuat laporan yang tepat.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat mendeskripsikan kegunaan panas dan cahaya matahari dalam kehidupan sehari-hari.,Setelah mempelajari bab ini siswa harus dpat mendeskripsikan kegunaan panas dan cahaya matahari dalam kehidupan sehari-hari.,IPA,Deletion Error
"Gambar dapat dicari dari majalah, koran, dan sebagainya.","Gambar dapat dicari dari majalah, koran, an sebagainya.",IPA,Deletion Error
Guru sebaiknya juga waspada dan selalu mengawasi seluruh siswa!,Guru sebaiknya juga waspada dan selalu menawasi seluruh siswa!,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat mengenal bagian-bagian utama tubuh hewan dan tumbuhan di sekitar serta kegunaannya.,Setelah mempelajari bab ini siswa harus dpat mengenal bagian-bagian utama tubuh hewan dan tumbuhan di sekitar serta kegunaannya.,IPA,Deletion Error
Guru mengarahkan siswa untuk mengamati gambar dalam kotak.,Guru mengarahkan siswa untuk mengamati gambar dlam kotak.,IPA,Deletion Error
"Lalu, siswa diminta menjawab berbagai pertanyaan sejauh mereka tahu.","Lalu, siswa diminta menjawab berbagai pertanyaan sejuh mereka tahu.",IPA,Deletion Error
Sebaiknya guru tidak menyalahkan atau membenarkan terlebih dahulu.,Sebaiknya guru tidak menyalahkan atau membenarkan terebih dahulu.,IPA,Deletion Error
Guru mengarahkan siswa untuk mengamati gambar di atas.,Guru mengarahkan siswa untuk mengamati gambar d atas.,IPA,Deletion Error
"Lalu, siswa diminta menyebutkan nama hewan dan bagian tubuhnya sesuai nomor.","Lalu, siswa diminta menyebutkan nama hewan an bagian tubuhnya sesuai nomor.",IPA,Deletion Error
Guru memberi satu contoh.,Guru memberi sat contoh.,IPA,Deletion Error
Guru memberi penjelasan agar siswa menyalin gambar di buku tugas dan menuliskan nama bagian-bagian pohon kelapa dan bunga mawar.,Guru memberi penjelasan agar siswa menyalin gamar di buku tugas dan menuliskan nama bagian-bagian pohon kelapa dan bunga mawar.,IPA,Deletion Error
"Bila siswa belum lancar membaca, guru membantu membacakan soal.","Bila siswa belum lancar membaca, guru memantu membacakan soal.",IPA,Deletion Error
Guru juga diharapkan memastikan siswa menuliskan jawaban di buku tugas .,Guru juga diharapkan memastikan siswa menuliskan jwaban di buku tugas .,IPA,Deletion Error
Orang tua membantu siswa menyiapkan majalah dan mengarahkan cara pengerjaan tugas.,Orang tua membantu siswa menyiapkan majalah an mengarahkan cara pengerjaan tugas.,IPA,Deletion Error
Orang tua juga mengawasi penggunaan gunting.,Orang tua juga mengawai penggunaan gunting.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi perubahan yang terjadi pada pertumbuhan hewan (dalam ukuran) dan tumbuhan (dari biji menjadi tanaman).,Setelah mempelajari bab ini siswa harus dpat mengidentifikasi perubahan yang terjadi pada pertumbuhan hewan (dalam ukuran) dan tumbuhan (dari biji menjadi tanaman).,IPA,Deletion Error
Orang tua membantu siswa memilih hewan kesukaan dan menggambarkan pertumbuhannya.,Orang tua membantu siswa memilih hewan keskaan dan menggambarkan pertumbuhannya.,IPA,Deletion Error
Arahkan untuk menunjukkan perubahan ukuran hewan.,Arahkan untuk menunjukkan perubhan ukuran hewan.,IPA,Deletion Error
"Setelah mempelajari bab ini siswa harus dapat mengidentifikasi berbagai tempat hidup hewan dan tumbuhan (air, tanah, dan tempat lainnya).","Setelah mempelajari bab ini siswa harus dpat mengidentifikasi berbagai tempat hidup hewan dan tumbuhan (air, tanah, dan tempat lainnya).",IPA,Deletion Error
Kegiatan dilakukan bila ada kebun sekolah dan waktu yang cukup.,Kegiatan dilakukan bila ada kebun sekolah an waktu yang cukup.,IPA,Deletion Error
Guru mengajak siswa ke kebun dan menjelaskan beberapa tumbuhan dan tempat hidupnya.,Guru mengajak siswa ke kebun dan menelaskan beberapa tumbuhan dan tempat hidupnya.,IPA,Deletion Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi ciri-ciri benda padat dan ciri-ciri benda cair yang ada di sekitarnya.,Setelah mempelajari bab ini siswa harus dpat mengidentifikasi ciri-ciri benda padat dan ciri-ciri benda cair yang ada di sekitarnya.,IPA,Deletion Error
Guru memberi contoh dan menjelaskan yang harus diamati.,Guru memberi contoh dan menjelaskan yang hars diamati.,IPA,Deletion Error
"Lalu, siswa diminta melakukan sendiri.","Lalu, siswa diminta melkukan sendiri.",IPA,Deletion Error
"Nama-nama benda dikelompokkan menjadi dua, sebelah kanan dan kiri.","Nama-nama benda dikelompokkan menjadi dua, sebelah knan dan kiri.",IPA,Deletion Error
"Guru memberi satu contoh, lalu siswa diminta menulis sendiri benda-benda lain di buku tugasnya.","Guru memberi satu contoh, lalu siswa dminta menulis sendiri benda-benda lain di buku tugasnya.",IPA,Deletion Error
Guru memberi contoh dan mengawasi penggunaan gunting oleh siswa.,Guru memberi contoh dan mengawasi penggunaan guning oleh siswa.,IPA,Deletion Error
Guru memberi contoh dan mengawasi pelaksanaan kegiatan.,Guru memberi contoh dan mengawasi pelaksanaan kegatan.,IPA,Deletion Error
Lalu siswa diminta mencoba sendiri dengan dipandu.,Lalu siswa diminta mencoba sendiri dengan dipndu.,IPA,Deletion Error
Pada percobaan 1 siswa dipersilakan melakukan sendiri.,Pada percobaan 1 siswa dipersilakan melakukan seniri.,IPA,Deletion Error
"Pada percobaan 2, guru yang melakukan dan siswa diminta mengamati.","Pada percobaan 2, guru yang melakukan an siswa diminta mengamati.",IPA,Deletion Error
Guru memberi contoh menyiapkan alat serta cara melakukan setiap bagian kegiatan.,Guru memberi contoh menyiapkan alat serta cra melakukan setiap bagian kegiatan.,IPA,Deletion Error
Siswa diminta untuk melakukan dan mengamati baik-baik.,Siswa diminta untuk melakukan dan mengamati bai-baik.,IPA,Deletion Error
"Guru memandu semua jalannya kegiatan, terutama yang berkaitan dengan penggunaan listrik.","Guru memandu semua jalannya kegiatan, terutama yan berkaitan dengan penggunaan listrik.",IPA,Deletion Error
"Mengarahkan dan mengingatkan siswa nama benda, kegunaan, sumber energi, dan kapan digunakan.","Mengarahkan dan mengingatkan siswa nama benda, kegnaan, sumber energi, dan kapan digunakan.",IPA,Deletion Error
Guru memberi contoh cara melakukan penyorotan dan menunjukkan posisi bayangan.,Guru memberi contoh cara melakukan penyorotan an menunjukkan posisi bayangan.,IPA,Deletion Error
"Lalu, siswa diminta melakukan sendiri dan mengamati.","Lalu, siswa diminta melakukan sendiri dan menamati.",IPA,Deletion Error
"Orang tua membantu siswa melakukan tugasnya, terutama mengingatkan jam-jam yang diminta.","Orang tua membantu siswa melakukan tugasnya, tertama mengingatkan jam-jam yang diminta.",IPA,Deletion Error
Guru membimbing siswa dengan meminta mereka berduaan secara bergiliran.,Guru membimbing siswa dengan meminta mereka beruaan secara bergiliran.,IPA,Deletion Error
Selain itu guru juga menghitung waktu sesuai dengan langkah dalam kegiatan itu.,Selain itu guru juga menghitung waktu sesai dengan langkah dalam kegiatan itu.,IPA,Deletion Error
Orang tua membantu siswa menemukan gambar dan menempelkannya di buku tugas.,Orang tua membantu siswa menemukan gambar an menempelkannya di buku tugas.,IPA,Deletion Error
Bagaimana ciri-ciri benda yang termasuk makhluk hidup?,Bagaimana ciri-ciri benda yang termasuk makhluk hidp?,IPA,Deletion Error
Untuk itu pelajarilah uraian berikut ini!,Untuk itu pelajarilah urian berikut ini!,IPA,Deletion Error
"Bagaimana jika kita seharian tidak makan, apa yang kamu rasakan?","Bagaimana jika kita seharian tidak makan, pa yang kamu rasakan?",IPA,Deletion Error
"Ciri-ciri makhluk hidup yaitu, membutuhkan makan dan minum, bernapas, bergerak, tumbuh, berkembang biak, dan peka terhadap rangsangan.","Ciri-ciri makhluk hidup yaitu, membutuhkan makan an minum, bernapas, bergerak, tumbuh, berkembang biak, dan peka terhadap rangsangan.",IPA,Deletion Error
"Kebutuhan makhluk hidup terdiri dari makanan, air, udara, cahaya matahari, dan tempat tinggal.","Kebutuhan makhluk hidup terdiri dari makanan, ir, udara, cahaya matahari, dan tempat tinggal.",IPA,Deletion Error
Apa yang menjadi bukti bahwa makhluk hidup tumbuh dan berkembang?,Apa yang menjadi bukti bahwa makhluk hidp tumbuh dan berkembang?,IPA,Deletion Error
Coba bandingkanlah foto anak yang sehat dan anak yang terkena busung lapar di atas!,Coba bandingkanlah foto anak yang sehat an anak yang terkena busung lapar di atas!,IPA,Deletion Error
"Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan pada manusia adalah makanan bergizi, istirahat, olahraga, dan rekreasi.","Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan pda manusia adalah makanan bergizi, istirahat, olahraga, dan rekreasi.",IPA,Deletion Error
Apa sajakah faktor-faktor yang memengaruhi pertumbuhan dan perkembangan manusia?,Apa sajakah faktor-faktor yang memengaruhi pertumbuhan an perkembangan manusia?,IPA,Deletion Error
Perkembangan ditandai dengan bertambahnya kepandaian seseorang menjadi dewasa.,Perkembangan ditandai dengan bertambahnya kepandaian seseorang menadi dewasa.,IPA,Deletion Error
"Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan manusia adalah makanan bergizi, istirahat, olahraga, dan rekreasi.","Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan mansia adalah makanan bergizi, istirahat, olahraga, dan rekreasi.",IPA,Deletion Error
"Berdasarkan kegiatan yang sudah kamu lakukan, apakah perbedaan dari anak ayam dan ayam dewasa?","Berdasarkan kegiatan yang sudah kamu lakukan, apaah perbedaan dari anak ayam dan ayam dewasa?",IPA,Deletion Error
Apa yang terjadi jika kita tidak makan makanan yang bergizi seimbang?,Apa yang terjadi jika kita tidak mkan makanan yang bergizi seimbang?,IPA,Deletion Error
