kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Lalu siswa diminta menulis jawabannya di buku tugas masing-masing.,Lalu siswa diminta menulis jawabannya di buku tugas masing?masing.,IPA,Punctuation Error
Orang tua membantu siswa memotong semua kuku jari tangan dan kuku jari kaki.,Orang tua membantu siswa memotong semua kuku jari tangan dan kuku jari kaki',IPA,Punctuation Error
Lalu meminta mereka mencucinya dengan sabun hingga bersih.,Lalu meminta mereka mencucinya dengan sabun hingga bersih',IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus mampu mengidentifikasi kebutuhan tubuh agar dapat tumbuh sehat dan kuat dan dapat membiasakan hidup sehat.,Setelah mempelajari bab ini siswa harus mampu mengidentifikasi kebutuhan tubuh agar dapat tumbuh sehat dan kuat dan dapat membiasakan hidup sehat',IPA,Punctuation Error
"Guru memberikan contoh, lalu menunjuk siswa satu per satu dan meminta mereka menyebutkan makanan dan minuman sehari-hari.","Guru memberikan contoh, lalu menunjuk siswa satu per satu dan meminta mereka menyebutkan makanan dan minuman sehari-hari@",IPA,Punctuation Error
"Guru memberikan contoh, lalu menunjuk siswa satu per satu dan meminta mereka menyebutkan nama baju dan kapan harus dipakai.",Guru memberikan contoh@ lalu menunjuk siswa satu per satu dan meminta mereka menyebutkan nama baju dan kapan harus dipakai.,IPA,Punctuation Error
Mula-mula guru memberi contoh menyanyikan lagu tersebut.,Mula?mula guru memberi contoh menyanyikan lagu tersebut.,IPA,Punctuation Error
"Selanjutnya, guru mengajak siswa untuk menyanyikannya bersama-sama.","Selanjutnya, guru mengajak siswa untuk menyanyikannya bersama-sama@",IPA,Punctuation Error
Guru memberikan satu contoh.,Guru memberikan satu contoh',IPA,Punctuation Error
"Lalu, satu per satu siswa diminta menyebutkan nama kegiatan (diminta menyebutkan kegiatan itu termasuk istirahat atau olahraga).","Lalu, satu per satu siswa diminta menyebutkan nama kegiatan (diminta menyebutkan kegiatan itu termasuk istirahat atau olahraga\.",IPA,Punctuation Error
"Orang tua membantu siswa menemukan foto mereka, lalu menuntun cara menempel dan menuliskan kata aku anak sehat di bawah foto tersebut.",Orang tua membantu siswa menemukan foto mereka@ lalu menuntun cara menempel dan menuliskan kata aku anak sehat di bawah foto tersebut.,IPA,Punctuation Error
Guru menunjuk siswa satu per satu dan menanyakan keadaan lingkungan rumah mereka masing-masing.,Guru menunjuk siswa satu per satu dan menanyakan keadaan lingkungan rumah mereka masing?masing.,IPA,Punctuation Error
Guru membagi siswa dalam beberapa kelompok.,Guru membagi siswa dalam beberapa kelompok',IPA,Punctuation Error
Setiap kelompok diminta mengamati kelas.,Setiap kelompok diminta mengamati kelas',IPA,Punctuation Error
"Lalu setiap kelompok diminta memilih cara merapikan dan membersihkan kelas (menyapu, mengelap, dan lain-lain).","Lalu setiap kelompok diminta memilih cara merapikan dan membersihkan kelas (menyapu, mengelap, dan lain=lain).",IPA,Punctuation Error
Guru memberi pengarahan pada siswa cara menjiplak dan mewarnai gambar di atas.,Guru memberi pengarahan pada siswa cara menjiplak dan mewarnai gambar di atas',IPA,Punctuation Error
Guru memberi contoh menceritakan tanaman atau hewan piaraan yang dimilikinya dengan urutan seperti diminta.,Guru memberi contoh menceritakan tanaman atau hewan piaraan yang dimilikinya dengan urutan seperti diminta',IPA,Punctuation Error
Lalu guru menunjuk siswa satu per satu untuk maju ke depan kelas dan bercerita dengan urutan seperti yang diminta.,Lalu guru menunjuk siswa satu per satu untuk maju ke depan kelas dan bercerita dengan urutan seperti yang diminta',IPA,Punctuation Error
Orang tua menemani dan memberikan petunjuk pada siswa untuk membersihkan kamarnya.,Orang tua menemani dan memberikan petunjuk pada siswa untuk membersihkan kamarnya',IPA,Punctuation Error
"Lalu, menuntun mereka cara menggambar situasi kamar.",Lalu@ menuntun mereka cara menggambar situasi kamar.,IPA,Punctuation Error
"Setelah mempelajari bab ini siswa harus mampu mengidentifikasi berbagai benda berdasarkan ciri-ciri dan sifatnya (bentuk, ukuran, warna, rasa, bahan, dan permukaannya).","Setelah mempelajari bab ini siswa harus mampu mengidentifikasi berbagai benda berdasarkan ciri-ciri dan sifatnya (bentuk\ ukuran, warna, rasa, bahan, dan permukaannya).",IPA,Punctuation Error
Mula-mula guru membacakan contoh.,Mula?mula guru membacakan contoh.,IPA,Punctuation Error
Lalu meminta siswa mengamati gambar benda yang lain dan menuliskan bentuknya pada buku tugas.,Lalu meminta siswa mengamati gambar benda yang lain dan menuliskan bentuknya pada buku tugas',IPA,Punctuation Error
Guru menyiapkan dua buah buku yang berbeda ukuran.,Guru menyiapkan dua buah buku yang berbeda ukuran',IPA,Punctuation Error
"Lalu, siswa diminta membandingkan ukuran kedua buku itu dengan pertanyaan: buku mana yang lebih besar?","Lalu, siswa diminta membandingkan ukuran kedua buku itu dengan pertanyaan: buku mana yang lebih besar[",IPA,Punctuation Error
Atau buku mana yang lebih kecil?,Atau buku mana yang lebih kecil',IPA,Punctuation Error
Guru menyiapkan bahan-bahan tersebut di atas meja.,Guru menyiapkan bahan?bahan tersebut di atas meja.,IPA,Punctuation Error
"Beberapa siswa diminta maju dan mencicipi setiap bahan, kemudian mereka diminta menyebutkan rasa dan nama bahan tersebut.",Beberapa siswa diminta maju dan mencicipi setiap bahan@ kemudian mereka diminta menyebutkan rasa dan nama bahan tersebut.,IPA,Punctuation Error
Guru memberi contoh menyebutkan berbagai jenis makanan kesukaan dan makanan yang tidak disukai dan rasanya.,Guru memberi contoh menyebutkan berbagai jenis makanan kesukaan dan makanan yang tidak disukai dan rasanya',IPA,Punctuation Error
Guru memberi contoh.,Guru memberi contoh',IPA,Punctuation Error
Misalnya: aku suka bau harum bunga sedap malam.,Misalnya@ aku suka bau harum bunga sedap malam.,IPA,Punctuation Error
"Lalu, siswa ditunjuk satu per satu dan diminta menceritakan bau yang disukai.",Lalu@ siswa ditunjuk satu per satu dan diminta menceritakan bau yang disukai.,IPA,Punctuation Error
Orang tua membantu siswa mencari dan mengenali berbagai benda di rumah yang berbentuk balok.,Orang tua membantu siswa mencari dan mengenali berbagai benda di rumah yang berbentuk balok',IPA,Punctuation Error
"Lalu, menuntun mereka menuliskan nama benda itu di buku tugas.",Lalu@ menuntun mereka menuliskan nama benda itu di buku tugas.,IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus mampu mengenal benda yang dapat berubah bentuk dan mengidentifikasi kegunaan berbagai macam benda.,Setelah mempelajari bab ini siswa harus mampu mengenal benda yang dapat berubah bentuk dan mengidentifikasi kegunaan berbagai macam benda',IPA,Punctuation Error
"Guru memperagakan melipat kertas menjadi berbagai mainan (pesawat, perahu, rumah, dan lain-lain).","Guru memperagakan melipat kertas menjadi berbagai mainan (pesawat, perahu, rumah, dan lain-lain)\",IPA,Punctuation Error
Lalu siswa diminta melakukan sendiri.,Lalu siswa diminta melakukan sendiri',IPA,Punctuation Error
Pada akhir kegiatan guru mengajukan berbagai pertanyaan.,Pada akhir kegiatan guru mengajukan berbagai pertanyaan',IPA,Punctuation Error
Guru membacakan contoh nama benda dan kegunaannya.,Guru membacakan contoh nama benda dan kegunaannya',IPA,Punctuation Error
"Lalu, siswa ditunjuk satu per satu dan diminta menyebutkan nama benda dan kegunaannya.",Lalu@ siswa ditunjuk satu per satu dan diminta menyebutkan nama benda dan kegunaannya.,IPA,Punctuation Error
"Orang tua membantu siswa untuk mengenal 10 nama benda yang ada di rumah beserta kegunaannya, lalu menuntun mereka untuk menuliskannya di buku tugas.",Orang tua membantu siswa untuk mengenal 10 nama benda yang ada di rumah beserta kegunaannya@ lalu menuntun mereka untuk menuliskannya di buku tugas.,IPA,Punctuation Error
Mula-mula guru memperagakan dan meminta siswa mengamati.,Mula?mula guru memperagakan dan meminta siswa mengamati.,IPA,Punctuation Error
Lalu guru meminta siswa melakukan sendiri kegiatan.,Lalu guru meminta siswa melakukan sendiri kegiatan',IPA,Punctuation Error
Terakhir guru meminta siswa menjawab secara lisan beberapa pertanyaan.,Terakhir guru meminta siswa menjawab secara lisan beberapa pertanyaan',IPA,Punctuation Error
Guru membacakan contoh benda dan termasuk kelompok apa (mudah atau sulit bergerak).,Guru membacakan contoh benda dan termasuk kelompok apa (mudah atau sulit bergerak)[,IPA,Punctuation Error
"Lalu, siswa ditunjuk satu per satu dan diminta menyebutkan nama benda dan termasuk kelompok mana.",Lalu@ siswa ditunjuk satu per satu dan diminta menyebutkan nama benda dan termasuk kelompok mana.,IPA,Punctuation Error
"Mula-mula guru memperagakan, dan menjelaskan cara gerak benda.","Mula-mula guru memperagakan, dan menjelaskan cara gerak benda@",IPA,Punctuation Error
Lalu beberapa siswa diminta melakukan sendiri kegiatan tersebut.,Lalu beberapa siswa diminta melakukan sendiri kegiatan tersebut',IPA,Punctuation Error
"Kegiatan diakhiri dengan menjawab pertanyaan, dan segera dilanjutkan kegiatan 4.",Kegiatan diakhiri dengan menjawab pertanyaan@ dan segera dilanjutkan kegiatan 4.,IPA,Punctuation Error
"Mula-mula guru memperagakan dan menjelaskan, dan meminta siswa mengamati yang terjadi.","Mula-mula guru memperagakan dan menjelaskan, dan meminta siswa mengamati yang terjadi@",IPA,Punctuation Error
Selanjutnya siswa melakukan sendiri kegiatan itu.,Selanjutnya siswa melakukan sendiri kegiatan itu',IPA,Punctuation Error
Kegiatan diakhiri dengan menjawab pertanyaan.,Kegiatan diakhiri dengan menjawab pertanyaan',IPA,Punctuation Error
Orang tua membantu siswa menemukan jenis-jenis olahraga yang memakai bola.,Orang tua membantu siswa menemukan jenis?jenis olahraga yang memakai bola.,IPA,Punctuation Error
"Lalu, membantunya menuliskan di buku tugas.",Lalu@ membantunya menuliskan di buku tugas.,IPA,Punctuation Error
Mula-mula guru memberi contoh menyanyikan lagu di atas.,Mula?mula guru memberi contoh menyanyikan lagu di atas.,IPA,Punctuation Error
"Selanjutnya, guru mengajak siswa menyanyikan lagu itu bersama-sama.","Selanjutnya, guru mengajak siswa menyanyikan lagu itu bersama-sama@",IPA,Punctuation Error
Lagu tersebut dapat juga dideklamasikan.,Lagu tersebut dapat juga dideklamasikan',IPA,Punctuation Error
Orang tua menemani siswa mengamati langit dan menemukan posisi bulan.,Orang tua menemani siswa mengamati langit dan menemukan posisi bulan',IPA,Punctuation Error
Lalu orang tua membantu siswa menggambar bentuk bulan yang terlihat.,Lalu orang tua membantu siswa menggambar bentuk bulan yang terlihat',IPA,Punctuation Error
"Guru membacakan pengantar lalu mengumpulkan jawaban dari siswa mungkin, tanpa terlebih dahulu membenarkan atau menyalahkan.",Guru membacakan pengantar lalu mengumpulkan jawaban dari siswa mungkin@ tanpa terlebih dahulu membenarkan atau menyalahkan.,IPA,Punctuation Error
Mula-mula guru mengajak siswa ke halaman dalam waktu beberapa menit untuk mengamati keadaan langit hari ini.,Mula?mula guru mengajak siswa ke halaman dalam waktu beberapa menit untuk mengamati keadaan langit hari ini.,IPA,Punctuation Error
"Setelah masuk kembali ke dalam kelas, siswa diminta menceritakan keadaan langit dan cuaca dengan menjawab beberapa pertanyaan.",Setelah masuk kembali ke dalam kelas@ siswa diminta menceritakan keadaan langit dan cuaca dengan menjawab beberapa pertanyaan.,IPA,Punctuation Error
"Lalu, guru mengajak siswa menyanyikan lagu itu bersama-sama.","Lalu, guru mengajak siswa menyanyikan lagu itu bersama-sama@",IPA,Punctuation Error
Lagu juga dapat dideklamasikan.,Lagu juga dapat dideklamasikan',IPA,Punctuation Error
Mula-mula guru menyebutkan satu contoh.,Mula?mula guru menyebutkan satu contoh.,IPA,Punctuation Error
"Lalu, siswa diminta memilih dan menuliskan di buku tugasnya.",Lalu@ siswa diminta memilih dan menuliskan di buku tugasnya.,IPA,Punctuation Error
"Lalu, siswa diminta menulis jawabannya di buku tugas masing-masing.","Lalu, siswa diminta menulis jawabannya di buku tugas masing-masing@",IPA,Punctuation Error
Orang tua membantu mengingatkan siswa tentang situasi lingkungan rumah mereka saat musim hujan.,Orang tua membantu mengingatkan siswa tentang situasi lingkungan rumah mereka saat musim hujan',IPA,Punctuation Error
"Misalnya: saat hujan lingkungan rumah menjadi becek, banjir, dan lain-lain.","Misalnya: saat hujan lingkungan rumah menjadi becek, banjir, dan lain~lain.",IPA,Punctuation Error
"Selanjutnya, siswa diminta menuliskan pendapat mereka di buku tugas masing-masing.","Selanjutnya, siswa diminta menuliskan pendapat mereka di buku tugas masing-masing@",IPA,Punctuation Error
Siswa diberi contoh menyiapkan semua alat dan bahan serta cara menyiram dan mengamati setiap hari selama enam hari berturut-turut.,Siswa diberi contoh menyiapkan semua alat dan bahan serta cara menyiram dan mengamati setiap hari selama enam hari berturut?turut.,IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi hewan dan tumbuhan yang menguntungkan dan merugikan/membahayakan.,Setelah mempelajari bab ini siswa harus dapat mengidentifikasi hewan dan tumbuhan yang menguntungkan dan merugikan@membahayakan.,IPA,Punctuation Error
Guru juga diharapkan memastikan siswa menuliskan jawaban di buku tugas.,Guru juga diharapkan memastikan siswa menuliskan jawaban di buku tugas',IPA,Punctuation Error
"Terakhir, siswa diminta menjawab pertanyaan secara lisan.",Terakhir@ siswa diminta menjawab pertanyaan secara lisan.,IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat menunjukkan perubahan bentuk dan wujud benda akibat dari kondisi tertentu.,Setelah mempelajari bab ini siswa harus dapat menunjukkan perubahan bentuk dan wujud benda akibat dari kondisi tertentu',IPA,Punctuation Error
Atau guru sendiri yang malakukan percobaan dan siswa diminta mengamati dan mendengar penjelasan guru.,Atau guru sendiri yang malakukan percobaan dan siswa diminta mengamati dan mendengar penjelasan guru',IPA,Punctuation Error
Orang tua mendampingi dan mengarahkan siswa dalam melakukan tugas dan mencatat hasil pengamatannya.,Orang tua mendampingi dan mengarahkan siswa dalam melakukan tugas dan mencatat hasil pengamatannya',IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi benda-benda yang dikenal beserta kegunaannya.,Setelah mempelajari bab ini siswa harus dapat mengidentifikasi benda?benda yang dikenal beserta kegunaannya.,IPA,Punctuation Error
"Orang tua membantu siswa menemukan gambar, mengenalkan kegunaannya, dan mengarahkannya saat menempel dan menamai.","Orang tua membantu siswa menemukan gambar, mengenalkan kegunaannya, dan mengarahkannya saat menempel dan menamai@",IPA,Punctuation Error
Jika perlu guru yang memperagakan dan siswa diminta mengamati.,Jika perlu guru yang memperagakan dan siswa diminta mengamati',IPA,Punctuation Error
Orang tua mengarahkan siswa untuk menemukan benda-benda tersebut dan mengetahui secara benar energi yang dihasilkan dan sumbernya.,Orang tua mengarahkan siswa untuk menemukan benda?benda tersebut dan mengetahui secara benar energi yang dihasilkan dan sumbernya.,IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat menjelaskan jenis energi yang paling sering digunakan dan cara melakukan penghematan energi.,Setelah mempelajari bab ini siswa harus dapat menjelaskan jenis energi yang paling sering digunakan dan cara melakukan penghematan energi',IPA,Punctuation Error
Orang tua membantu siswa mengerjakan tugas sesuai langkah-langkah.,Orang tua membantu siswa mengerjakan tugas sesuai langkah?langkah.,IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi kenampakan matahari dari pagi sampai sore (posisi) dan pengaruhnya (panas dan bayangan yang dibentuk).,Setelah mempelajari bab ini siswa harus dapat mengidentifikasi kenampakan matahari dari pagi sampai sore (posisi~ dan pengaruhnya (panas dan bayangan yang dibentuk).,IPA,Punctuation Error
Guru menyebutkan waktu saat itu dan mengajak siswa keluar sebentar ke halaman dan mengarahkan tugasnya.,Guru menyebutkan waktu saat itu dan mengajak siswa keluar sebentar ke halaman dan mengarahkan tugasnya',IPA,Punctuation Error
"Sesudah itu, siswa diminta menjawab beberapa pertanyaan.",Sesudah itu@ siswa diminta menjawab beberapa pertanyaan.,IPA,Punctuation Error
Selain itu siswa juga diarahkan untuk membuat laporan yang tepat.,Selain itu siswa juga diarahkan untuk membuat laporan yang tepat',IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat mendeskripsikan kegunaan panas dan cahaya matahari dalam kehidupan sehari-hari.,Setelah mempelajari bab ini siswa harus dapat mendeskripsikan kegunaan panas dan cahaya matahari dalam kehidupan sehari?hari.,IPA,Punctuation Error
"Gambar dapat dicari dari majalah, koran, dan sebagainya.","Gambar dapat dicari dari majalah, koran, dan sebagainya@",IPA,Punctuation Error
Guru sebaiknya juga waspada dan selalu mengawasi seluruh siswa!,Guru sebaiknya juga waspada dan selalu mengawasi seluruh siswa(,IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat mengenal bagian-bagian utama tubuh hewan dan tumbuhan di sekitar serta kegunaannya.,Setelah mempelajari bab ini siswa harus dapat mengenal bagian?bagian utama tubuh hewan dan tumbuhan di sekitar serta kegunaannya.,IPA,Punctuation Error
Guru mengarahkan siswa untuk mengamati gambar dalam kotak.,Guru mengarahkan siswa untuk mengamati gambar dalam kotak',IPA,Punctuation Error
"Lalu, siswa diminta menjawab berbagai pertanyaan sejauh mereka tahu.",Lalu@ siswa diminta menjawab berbagai pertanyaan sejauh mereka tahu.,IPA,Punctuation Error
Sebaiknya guru tidak menyalahkan atau membenarkan terlebih dahulu.,Sebaiknya guru tidak menyalahkan atau membenarkan terlebih dahulu',IPA,Punctuation Error
Guru mengarahkan siswa untuk mengamati gambar di atas.,Guru mengarahkan siswa untuk mengamati gambar di atas',IPA,Punctuation Error
"Lalu, siswa diminta menyebutkan nama hewan dan bagian tubuhnya sesuai nomor.",Lalu@ siswa diminta menyebutkan nama hewan dan bagian tubuhnya sesuai nomor.,IPA,Punctuation Error
Guru memberi satu contoh.,Guru memberi satu contoh',IPA,Punctuation Error
Guru memberi penjelasan agar siswa menyalin gambar di buku tugas dan menuliskan nama bagian-bagian pohon kelapa dan bunga mawar.,Guru memberi penjelasan agar siswa menyalin gambar di buku tugas dan menuliskan nama bagian?bagian pohon kelapa dan bunga mawar.,IPA,Punctuation Error
"Bila siswa belum lancar membaca, guru membantu membacakan soal.",Bila siswa belum lancar membaca@ guru membantu membacakan soal.,IPA,Punctuation Error
Guru juga diharapkan memastikan siswa menuliskan jawaban di buku tugas .,Guru juga diharapkan memastikan siswa menuliskan jawaban di buku tugas ',IPA,Punctuation Error
Orang tua membantu siswa menyiapkan majalah dan mengarahkan cara pengerjaan tugas.,Orang tua membantu siswa menyiapkan majalah dan mengarahkan cara pengerjaan tugas',IPA,Punctuation Error
Orang tua juga mengawasi penggunaan gunting.,Orang tua juga mengawasi penggunaan gunting',IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi perubahan yang terjadi pada pertumbuhan hewan (dalam ukuran) dan tumbuhan (dari biji menjadi tanaman).,Setelah mempelajari bab ini siswa harus dapat mengidentifikasi perubahan yang terjadi pada pertumbuhan hewan (dalam ukuran~ dan tumbuhan (dari biji menjadi tanaman).,IPA,Punctuation Error
Orang tua membantu siswa memilih hewan kesukaan dan menggambarkan pertumbuhannya.,Orang tua membantu siswa memilih hewan kesukaan dan menggambarkan pertumbuhannya',IPA,Punctuation Error
Arahkan untuk menunjukkan perubahan ukuran hewan.,Arahkan untuk menunjukkan perubahan ukuran hewan',IPA,Punctuation Error
"Setelah mempelajari bab ini siswa harus dapat mengidentifikasi berbagai tempat hidup hewan dan tumbuhan (air, tanah, dan tempat lainnya).","Setelah mempelajari bab ini siswa harus dapat mengidentifikasi berbagai tempat hidup hewan dan tumbuhan (air, tanah, dan tempat lainnya=.",IPA,Punctuation Error
Kegiatan dilakukan bila ada kebun sekolah dan waktu yang cukup.,Kegiatan dilakukan bila ada kebun sekolah dan waktu yang cukup',IPA,Punctuation Error
Guru mengajak siswa ke kebun dan menjelaskan beberapa tumbuhan dan tempat hidupnya.,Guru mengajak siswa ke kebun dan menjelaskan beberapa tumbuhan dan tempat hidupnya',IPA,Punctuation Error
Setelah mempelajari bab ini siswa harus dapat mengidentifikasi ciri-ciri benda padat dan ciri-ciri benda cair yang ada di sekitarnya.,Setelah mempelajari bab ini siswa harus dapat mengidentifikasi ciri-ciri benda padat dan ciri-ciri benda cair yang ada di sekitarnya?,IPA,Punctuation Error
Guru memberi contoh dan menjelaskan yang harus diamati.,Guru memberi contoh dan menjelaskan yang harus diamati',IPA,Punctuation Error
"Lalu, siswa diminta melakukan sendiri.",Lalu@ siswa diminta melakukan sendiri.,IPA,Punctuation Error
"Nama-nama benda dikelompokkan menjadi dua, sebelah kanan dan kiri.","Nama-nama benda dikelompokkan menjadi dua, sebelah kanan dan kiri@",IPA,Punctuation Error
"Guru memberi satu contoh, lalu siswa diminta menulis sendiri benda-benda lain di buku tugasnya.","Guru memberi satu contoh, lalu siswa diminta menulis sendiri benda-benda lain di buku tugasnya@",IPA,Punctuation Error
Guru memberi contoh dan mengawasi penggunaan gunting oleh siswa.,Guru memberi contoh dan mengawasi penggunaan gunting oleh siswa',IPA,Punctuation Error
Guru memberi contoh dan mengawasi pelaksanaan kegiatan.,Guru memberi contoh dan mengawasi pelaksanaan kegiatan',IPA,Punctuation Error
Lalu siswa diminta mencoba sendiri dengan dipandu.,Lalu siswa diminta mencoba sendiri dengan dipandu',IPA,Punctuation Error
Pada percobaan 1 siswa dipersilakan melakukan sendiri.,Pada percobaan 1 siswa dipersilakan melakukan sendiri',IPA,Punctuation Error
"Pada percobaan 2, guru yang melakukan dan siswa diminta mengamati.",Pada percobaan 2@ guru yang melakukan dan siswa diminta mengamati.,IPA,Punctuation Error
Guru memberi contoh menyiapkan alat serta cara melakukan setiap bagian kegiatan.,Guru memberi contoh menyiapkan alat serta cara melakukan setiap bagian kegiatan',IPA,Punctuation Error
Siswa diminta untuk melakukan dan mengamati baik-baik.,Siswa diminta untuk melakukan dan mengamati baik?baik.,IPA,Punctuation Error
"Guru memandu semua jalannya kegiatan, terutama yang berkaitan dengan penggunaan listrik.",Guru memandu semua jalannya kegiatan@ terutama yang berkaitan dengan penggunaan listrik.,IPA,Punctuation Error
"Mengarahkan dan mengingatkan siswa nama benda, kegunaan, sumber energi, dan kapan digunakan.","Mengarahkan dan mengingatkan siswa nama benda@ kegunaan, sumber energi, dan kapan digunakan.",IPA,Punctuation Error
Guru memberi contoh cara melakukan penyorotan dan menunjukkan posisi bayangan.,Guru memberi contoh cara melakukan penyorotan dan menunjukkan posisi bayangan',IPA,Punctuation Error
"Lalu, siswa diminta melakukan sendiri dan mengamati.",Lalu@ siswa diminta melakukan sendiri dan mengamati.,IPA,Punctuation Error
"Orang tua membantu siswa melakukan tugasnya, terutama mengingatkan jam-jam yang diminta.","Orang tua membantu siswa melakukan tugasnya, terutama mengingatkan jam-jam yang diminta@",IPA,Punctuation Error
Guru membimbing siswa dengan meminta mereka berduaan secara bergiliran.,Guru membimbing siswa dengan meminta mereka berduaan secara bergiliran',IPA,Punctuation Error
Selain itu guru juga menghitung waktu sesuai dengan langkah dalam kegiatan itu.,Selain itu guru juga menghitung waktu sesuai dengan langkah dalam kegiatan itu',IPA,Punctuation Error
Orang tua membantu siswa menemukan gambar dan menempelkannya di buku tugas.,Orang tua membantu siswa menemukan gambar dan menempelkannya di buku tugas',IPA,Punctuation Error
Bagaimana ciri-ciri benda yang termasuk makhluk hidup?,Bagaimana ciri>ciri benda yang termasuk makhluk hidup?,IPA,Punctuation Error
Untuk itu pelajarilah uraian berikut ini!,Untuk itu pelajarilah uraian berikut ini(,IPA,Punctuation Error
"Bagaimana jika kita seharian tidak makan, apa yang kamu rasakan?",Bagaimana jika kita seharian tidak makan@ apa yang kamu rasakan?,IPA,Punctuation Error
"Ciri-ciri makhluk hidup yaitu, membutuhkan makan dan minum, bernapas, bergerak, tumbuh, berkembang biak, dan peka terhadap rangsangan.","Ciri-ciri makhluk hidup yaitu@ membutuhkan makan dan minum, bernapas, bergerak, tumbuh, berkembang biak, dan peka terhadap rangsangan.",IPA,Punctuation Error
"Kebutuhan makhluk hidup terdiri dari makanan, air, udara, cahaya matahari, dan tempat tinggal.","Kebutuhan makhluk hidup terdiri dari makanan} air, udara, cahaya matahari, dan tempat tinggal.",IPA,Punctuation Error
Apa yang menjadi bukti bahwa makhluk hidup tumbuh dan berkembang?,Apa yang menjadi bukti bahwa makhluk hidup tumbuh dan berkembang',IPA,Punctuation Error
Coba bandingkanlah foto anak yang sehat dan anak yang terkena busung lapar di atas!,Coba bandingkanlah foto anak yang sehat dan anak yang terkena busung lapar di atas(,IPA,Punctuation Error
"Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan pada manusia adalah makanan bergizi, istirahat, olahraga, dan rekreasi.","Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan pada manusia adalah makanan bergizi} istirahat, olahraga, dan rekreasi.",IPA,Punctuation Error
Apa sajakah faktor-faktor yang memengaruhi pertumbuhan dan perkembangan manusia?,Apa sajakah faktor>faktor yang memengaruhi pertumbuhan dan perkembangan manusia?,IPA,Punctuation Error
Perkembangan ditandai dengan bertambahnya kepandaian seseorang menjadi dewasa.,Perkembangan ditandai dengan bertambahnya kepandaian seseorang menjadi dewasa',IPA,Punctuation Error
"Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan manusia adalah makanan bergizi, istirahat, olahraga, dan rekreasi.","Faktor-faktor yang memengaruhi pertumbuhan dan perkembangan manusia adalah makanan bergizi} istirahat, olahraga, dan rekreasi.",IPA,Punctuation Error
